n_rows,n_participants,total_standing,correct_standing,accuracy_standing,total_straight,correct_straight,accuracy_straight,total_diagonal,correct_diagonal,accuracy_diagonal,overall_accuracy_mean,overall_accuracy_sd,overall_accuracy_ci95,macro_auc_mean,macro_auc_sd,macro_auc_ci95,macro_f1_mean,macro_f1_sd,macro_f1_ci95,chance_accuracy,overfit_gap_mean,cv_mode
6,1,80,78,0.975,80,46,0.575,80,42,0.525,0.6916666666666668,0.03027650354097489,0.024226248391179143,0.8589913173246506,0.03472433315172121,0.027785253307508143,0.6834043541749635,0.035320317537167516,0.028262140136251303,0.3333333333333333,0.021757563424230075,repeated_stratified
