n_rows,n_participants,total_standing,correct_standing,accuracy_standing,total_straight,correct_straight,accuracy_straight,total_diagonal,correct_diagonal,accuracy_diagonal,overall_accuracy_mean,overall_accuracy_sd,overall_accuracy_ci95,macro_auc_mean,macro_auc_sd,macro_auc_ci95,macro_f1_mean,macro_f1_sd,macro_f1_ci95,chance_accuracy,overfit_gap_mean,cv_mode
6,1,80,47,0.5875,80,10,0.125,80,30,0.375,0.3625,0.04677071733467427,0.0374243681754727,0.6608216885994664,0.10234483104111393,0.08189292052828143,0.27970615794082704,0.1053040393445584,0.08426078032105647,0.3333333333333333,0.10518416768416766,repeated_stratified
