n_rows,n_participants,total_standing,correct_standing,accuracy_standing,total_straight,correct_straight,accuracy_straight,total_diagonal,correct_diagonal,accuracy_diagonal,overall_accuracy_mean,overall_accuracy_sd,overall_accuracy_ci95,macro_auc_mean,macro_auc_sd,macro_auc_ci95,macro_f1_mean,macro_f1_sd,macro_f1_ci95,chance_accuracy,overfit_gap_mean,cv_mode
1600,32,12870,12413,0.9644910644910645,12790,8028,0.6276778733385457,12900,7880,0.6108527131782946,0.7343639291465379,0.11377220411912686,0.0055748380018372165,0.8778784081244381,0.06793870158668612,0.00332899637774762,0.7280518395725859,0.11810375510068305,0.0057870839999334695,0.3333333333333333,0.04668290372238516,repeated_stratified
