n_rows,n_participants,total_standing,correct_standing,accuracy_standing,total_straight,correct_straight,accuracy_straight,total_diagonal,correct_diagonal,accuracy_diagonal,overall_accuracy_mean,overall_accuracy_sd,overall_accuracy_ci95,macro_auc_mean,macro_auc_sd,macro_auc_ci95,macro_f1_mean,macro_f1_sd,macro_f1_ci95,chance_accuracy,overfit_gap_mean,cv_mode
6,1,80,78,0.975,80,44,0.55,80,41,0.5125,0.6791666666666667,0.02922612986125028,0.02338577440335136,0.8589743589743591,0.03472820392551724,0.027788350571606748,0.6704213784722993,0.028681454999175283,0.022949943744001874,0.3333333333333333,0.02146927146927143,repeated_stratified
