participant,model,channel,channel_index,baseline_auc,occluded_auc,delta_auc,baseline_accuracy,occluded_accuracy,delta_accuracy
P10,eegnet,PO4,62,0.595625,0.604375,-0.008750000000000036,0.55,0.5375,0.012500000000000067
P10,eegnet,O2,63,0.595625,0.596875,-0.0012500000000000844,0.55,0.525,0.025000000000000022
P11,eegnet,Fp1,0,0.643125,0.6425,0.0006249999999999867,0.5875,0.525,0.0625
P11,eegnet,AF7,1,0.643125,0.6303125,0.012812499999999893,0.5875,0.5625,0.025000000000000022
P11,eegnet,AF3,2,0.643125,0.630625,0.012499999999999956,0.5875,0.5875,0.0
P11,eegnet,F1,3,0.643125,0.651875,-0.008750000000000036,0.5875,0.5625,0.025000000000000022
P11,eegnet,F3,4,0.643125,0.6325,0.010624999999999996,0.5875,0.5875,0.0
P11,eegnet,F5,5,0.643125,0.651875,-0.008750000000000036,0.5875,0.5875,0.0
P11,eegnet,F7,6,0.643125,0.630625,0.012499999999999956,0.5875,0.5625,0.025000000000000022
P11,eegnet,FT7,7,0.643125,0.65625,-0.013125000000000053,0.5875,0.5875,0.0
P11,eegnet,FC5,8,0.643125,0.6431250000000001,-1.1102230246251565e-16,0.5875,0.575,0.012500000000000067
P11,eegnet,FC3,9,0.643125,0.6387499999999999,0.004375000000000018,0.5875,0.5875,0.0
P11,eegnet,FC1,10,0.643125,0.6456249999999999,-0.0024999999999999467,0.5875,0.6,-0.012499999999999956
P11,eegnet,C1,11,0.643125,0.64375,-0.0006250000000000977,0.5875,0.575,0.012500000000000067
P11,eegnet,C3,12,0.643125,0.648125,-0.0050000000000000044,0.5875,0.6,-0.012499999999999956
P11,eegnet,C5,13,0.643125,0.64,0.0031249999999999334,0.5875,0.5875,0.0
P11,eegnet,T7,14,0.643125,0.63625,0.0068749999999999645,0.5875,0.5875,0.0
P11,eegnet,TP7,15,0.643125,0.6325,0.010624999999999996,0.5875,0.5625,0.025000000000000022
P11,eegnet,CP5,16,0.643125,0.63625,0.0068749999999999645,0.5875,0.5625,0.025000000000000022
P11,eegnet,CP3,17,0.643125,0.635625,0.007499999999999951,0.5875,0.5625,0.025000000000000022
P11,eegnet,CP1,18,0.643125,0.64125,0.00187499999999996,0.5875,0.5875,0.0
P11,eegnet,P1,19,0.643125,0.6375,0.005624999999999991,0.5875,0.5875,0.0
P11,eegnet,P3,20,0.643125,0.6406249999999999,0.0025000000000000577,0.5875,0.6,-0.012499999999999956
P11,eegnet,P5,21,0.643125,0.648125,-0.0050000000000000044,0.5875,0.5875,0.0
P11,eegnet,P7,22,0.643125,0.658125,-0.015000000000000013,0.5875,0.5625,0.025000000000000022
P11,eegnet,P9,23,0.643125,0.64125,0.00187499999999996,0.5875,0.575,0.012500000000000067
P11,eegnet,PO7,24,0.643125,0.644375,-0.0012500000000000844,0.5875,0.575,0.012500000000000067
P11,eegnet,PO3,25,0.643125,0.64,0.0031249999999999334,0.5875,0.6,-0.012499999999999956
P11,eegnet,O1,26,0.643125,0.63875,0.004374999999999907,0.5875,0.5625,0.025000000000000022
P11,eegnet,Iz,27,0.643125,0.638125,0.004999999999999893,0.5875,0.575,0.012500000000000067
P11,eegnet,Oz,28,0.643125,0.6375000000000001,0.00562499999999988,0.5875,0.575,0.012500000000000067
P11,eegnet,POz,29,0.643125,0.635625,0.007499999999999951,0.5875,0.5875,0.0
P11,eegnet,Pz,30,0.643125,0.631875,0.011249999999999982,0.5875,0.5625,0.025000000000000022
P11,eegnet,CPz,31,0.643125,0.635,0.008124999999999938,0.5875,0.5875,0.0
P11,eegnet,Fpz,32,0.643125,0.6475,-0.004375000000000018,0.5875,0.5875,0.0
P11,eegnet,Fp2,33,0.643125,0.649375,-0.006250000000000089,0.5875,0.6,-0.012499999999999956
P11,eegnet,AF8,34,0.643125,0.639375,0.00374999999999992,0.5875,0.575,0.012500000000000067
P11,eegnet,AF4,35,0.643125,0.64625,-0.0031250000000000444,0.5875,0.5875,0.0
P11,eegnet,AFz,36,0.643125,0.640625,0.0024999999999999467,0.5875,0.55,0.03749999999999998
P11,eegnet,Fz,37,0.643125,0.64625,-0.0031250000000000444,0.5875,0.575,0.012500000000000067
P11,eegnet,F2,38,0.643125,0.6425000000000001,0.0006249999999998757,0.5875,0.5875,0.0
P11,eegnet,F4,39,0.643125,0.6537499999999999,-0.010624999999999996,0.5875,0.6,-0.012499999999999956
P11,eegnet,F6,40,0.643125,0.6443749999999999,-0.0012499999999999734,0.5875,0.5875,0.0
P11,eegnet,F8,41,0.643125,0.640625,0.0024999999999999467,0.5875,0.575,0.012500000000000067
P11,eegnet,FT8,42,0.643125,0.635,0.008124999999999938,0.5875,0.575,0.012500000000000067
P11,eegnet,FC6,43,0.643125,0.65,-0.0068750000000000755,0.5875,0.575,0.012500000000000067
P11,eegnet,FC4,44,0.643125,0.636875,0.006249999999999978,0.5875,0.575,0.012500000000000067
P11,eegnet,FC2,45,0.643125,0.6425000000000001,0.0006249999999998757,0.5875,0.55,0.03749999999999998
P11,eegnet,FCz,46,0.643125,0.640625,0.0024999999999999467,0.5875,0.575,0.012500000000000067
P11,eegnet,Cz,47,0.643125,0.6537499999999999,-0.010624999999999996,0.5875,0.6125,-0.025000000000000022
P11,eegnet,C2,48,0.643125,0.631875,0.011249999999999982,0.5875,0.5875,0.0
P11,eegnet,C4,49,0.643125,0.636875,0.006249999999999978,0.5875,0.5875,0.0
P11,eegnet,C6,50,0.643125,0.648125,-0.0050000000000000044,0.5875,0.5875,0.0
P11,eegnet,T8,51,0.643125,0.64,0.0031249999999999334,0.5875,0.575,0.012500000000000067
P11,eegnet,TP8,52,0.643125,0.640625,0.0024999999999999467,0.5875,0.5875,0.0
P11,eegnet,CP6,53,0.643125,0.64125,0.00187499999999996,0.5875,0.575,0.012500000000000067
P11,eegnet,CP4,54,0.643125,0.6362499999999999,0.0068750000000000755,0.5875,0.575,0.012500000000000067
P11,eegnet,CP2,55,0.643125,0.653125,-0.010000000000000009,0.5875,0.575,0.012500000000000067
P11,eegnet,P2,56,0.643125,0.6475,-0.004375000000000018,0.5875,0.575,0.012500000000000067
P11,eegnet,P4,57,0.643125,0.6387499999999999,0.004375000000000018,0.5875,0.5875,0.0
P11,eegnet,P6,58,0.643125,0.64625,-0.0031250000000000444,0.5875,0.5625,0.025000000000000022
P11,eegnet,P8,59,0.643125,0.643125,0.0,0.5875,0.6,-0.012499999999999956
P11,eegnet,P10,60,0.643125,0.6425,0.0006249999999999867,0.5875,0.6,-0.012499999999999956
P11,eegnet,PO8,61,0.643125,0.625625,0.01749999999999996,0.5875,0.575,0.012500000000000067
P11,eegnet,PO4,62,0.643125,0.63125,0.011874999999999969,0.5875,0.5875,0.0
P11,eegnet,O2,63,0.643125,0.640625,0.0024999999999999467,0.5875,0.5625,0.025000000000000022
P12,eegnet,Fp1,0,0.681875,0.6893750000000001,-0.007500000000000062,0.6375,0.65,-0.012500000000000067
P12,eegnet,AF7,1,0.681875,0.693125,-0.011249999999999982,0.6375,0.65,-0.012500000000000067
P12,eegnet,AF3,2,0.681875,0.675625,0.006249999999999978,0.6375,0.6375,0.0
P12,eegnet,F1,3,0.681875,0.670625,0.011249999999999982,0.6375,0.6125,0.02499999999999991
P12,eegnet,F3,4,0.681875,0.6849999999999999,-0.0031249999999999334,0.6375,0.6375,0.0
P12,eegnet,F5,5,0.681875,0.6875,-0.005624999999999991,0.6375,0.6,0.03749999999999998
P12,eegnet,F7,6,0.681875,0.681875,0.0,0.6375,0.6375,0.0
P12,eegnet,FT7,7,0.681875,0.6806249999999999,0.0012500000000000844,0.6375,0.6375,0.0
P12,eegnet,FC5,8,0.681875,0.6787500000000001,0.0031249999999999334,0.6375,0.6125,0.02499999999999991
P12,eegnet,FC3,9,0.681875,0.6775,0.004375000000000018,0.6375,0.65,-0.012500000000000067
P12,eegnet,FC1,10,0.681875,0.6831250000000001,-0.0012500000000000844,0.6375,0.625,0.012499999999999956
P12,eegnet,C1,11,0.681875,0.68125,0.0006249999999999867,0.6375,0.6375,0.0
P12,eegnet,C3,12,0.681875,0.69375,-0.011874999999999969,0.6375,0.6125,0.02499999999999991
P12,eegnet,C5,13,0.681875,0.666875,0.015000000000000013,0.6375,0.6125,0.02499999999999991
P12,eegnet,T7,14,0.681875,0.680625,0.0012499999999999734,0.6375,0.6125,0.02499999999999991
P12,eegnet,TP7,15,0.681875,0.675625,0.006249999999999978,0.6375,0.625,0.012499999999999956
P12,eegnet,CP5,16,0.681875,0.6875,-0.005624999999999991,0.6375,0.625,0.012499999999999956
P12,eegnet,CP3,17,0.681875,0.6925,-0.010624999999999996,0.6375,0.6125,0.02499999999999991
P12,eegnet,CP1,18,0.681875,0.680625,0.0012499999999999734,0.6375,0.625,0.012499999999999956
P12,eegnet,P1,19,0.681875,0.6687500000000001,0.013124999999999942,0.6375,0.6125,0.02499999999999991
P12,eegnet,P3,20,0.681875,0.7000000000000001,-0.018125000000000058,0.6375,0.625,0.012499999999999956
P12,eegnet,P5,21,0.681875,0.69625,-0.014375000000000027,0.6375,0.65,-0.012500000000000067
P12,eegnet,P7,22,0.681875,0.6962499999999999,-0.014374999999999916,0.6375,0.6375,0.0
P12,eegnet,P9,23,0.681875,0.685,-0.0031250000000000444,0.6375,0.65,-0.012500000000000067
P12,eegnet,PO7,24,0.681875,0.663125,0.018750000000000044,0.6375,0.625,0.012499999999999956
P12,eegnet,PO3,25,0.681875,0.675,0.0068749999999999645,0.6375,0.625,0.012499999999999956
P12,eegnet,O1,26,0.681875,0.693125,-0.011249999999999982,0.6375,0.65,-0.012500000000000067
P12,eegnet,Iz,27,0.681875,0.675,0.0068749999999999645,0.6375,0.625,0.012499999999999956
P12,eegnet,Oz,28,0.681875,0.684375,-0.0024999999999999467,0.6375,0.65,-0.012500000000000067
P12,eegnet,POz,29,0.681875,0.685625,-0.003750000000000031,0.6375,0.6375,0.0
P12,eegnet,Pz,30,0.681875,0.6875,-0.005624999999999991,0.6375,0.625,0.012499999999999956
P12,eegnet,CPz,31,0.681875,0.675,0.0068749999999999645,0.6375,0.6,0.03749999999999998
P12,eegnet,Fpz,32,0.681875,0.6875000000000001,-0.005625000000000102,0.6375,0.625,0.012499999999999956
P12,eegnet,Fp2,33,0.681875,0.6925,-0.010624999999999996,0.6375,0.625,0.012499999999999956
P12,eegnet,AF8,34,0.681875,0.6831250000000001,-0.0012500000000000844,0.6375,0.65,-0.012500000000000067
P12,eegnet,AF4,35,0.681875,0.68625,-0.004375000000000018,0.6375,0.65,-0.012500000000000067
P12,eegnet,AFz,36,0.681875,0.68625,-0.004375000000000018,0.6375,0.65,-0.012500000000000067
P12,eegnet,Fz,37,0.681875,0.69,-0.008124999999999938,0.6375,0.6625,-0.025000000000000022
P12,eegnet,F2,38,0.681875,0.688125,-0.006249999999999978,0.6375,0.6375,0.0
P12,eegnet,F4,39,0.681875,0.68125,0.0006249999999999867,0.6375,0.6375,0.0
P12,eegnet,F6,40,0.681875,0.6781250000000001,0.00374999999999992,0.6375,0.6125,0.02499999999999991
P12,eegnet,F8,41,0.681875,0.6812499999999999,0.0006250000000000977,0.6375,0.6125,0.02499999999999991
P12,eegnet,FT8,42,0.681875,0.6675,0.014375000000000027,0.6375,0.5875,0.04999999999999993
P12,eegnet,FC6,43,0.681875,0.6825,-0.0006249999999999867,0.6375,0.6375,0.0
P12,eegnet,FC4,44,0.681875,0.6725,0.009375000000000022,0.6375,0.625,0.012499999999999956
P12,eegnet,FC2,45,0.681875,0.685,-0.0031250000000000444,0.6375,0.6375,0.0
P12,eegnet,FCz,46,0.681875,0.680625,0.0012499999999999734,0.6375,0.6375,0.0
P12,eegnet,Cz,47,0.681875,0.695,-0.013124999999999942,0.6375,0.6625,-0.025000000000000022
P12,eegnet,C2,48,0.681875,0.678125,0.003750000000000031,0.6375,0.6375,0.0
P12,eegnet,C4,49,0.681875,0.6881250000000001,-0.006250000000000089,0.6375,0.6125,0.02499999999999991
P12,eegnet,C6,50,0.681875,0.6825,-0.0006249999999999867,0.6375,0.65,-0.012500000000000067
P12,eegnet,T8,51,0.681875,0.690625,-0.008750000000000036,0.6375,0.625,0.012499999999999956
P12,eegnet,TP8,52,0.681875,0.681875,0.0,0.6375,0.6375,0.0
P12,eegnet,CP6,53,0.681875,0.6781250000000001,0.00374999999999992,0.6375,0.6375,0.0
P12,eegnet,CP4,54,0.681875,0.68,0.00187499999999996,0.6375,0.625,0.012499999999999956
P12,eegnet,CP2,55,0.681875,0.678125,0.003750000000000031,0.6375,0.6375,0.0
P12,eegnet,P2,56,0.681875,0.686875,-0.0050000000000000044,0.6375,0.625,0.012499999999999956
P12,eegnet,P4,57,0.681875,0.691875,-0.010000000000000009,0.6375,0.625,0.012499999999999956
P12,eegnet,P6,58,0.681875,0.673125,0.008750000000000036,0.6375,0.6625,-0.025000000000000022
P12,eegnet,P8,59,0.681875,0.690625,-0.008750000000000036,0.6375,0.65,-0.012500000000000067
P12,eegnet,P10,60,0.681875,0.6843750000000001,-0.0025000000000000577,0.6375,0.625,0.012499999999999956
P12,eegnet,PO8,61,0.681875,0.669375,0.012499999999999956,0.6375,0.625,0.012499999999999956
P12,eegnet,PO4,62,0.681875,0.671875,0.010000000000000009,0.6375,0.6375,0.0
P12,eegnet,O2,63,0.681875,0.6793750000000001,0.0024999999999999467,0.6375,0.6375,0.0
P13,eegnet,Fp1,0,0.93875,0.9393750000000001,-0.0006250000000000977,0.7875,0.8,-0.012500000000000067
P13,eegnet,AF7,1,0.93875,0.9375,0.0012499999999999734,0.7875,0.7875,0.0
P13,eegnet,AF3,2,0.93875,0.933125,0.005624999999999991,0.7875,0.8,-0.012500000000000067
P13,eegnet,F1,3,0.93875,0.9293750000000001,0.009374999999999911,0.7875,0.8125,-0.025000000000000022
P13,eegnet,F3,4,0.93875,0.935,0.00374999999999992,0.7875,0.8,-0.012500000000000067
P13,eegnet,F5,5,0.93875,0.938125,0.0006249999999999867,0.7875,0.775,0.012499999999999956
P13,eegnet,F7,6,0.93875,0.93875,0.0,0.7875,0.7875,0.0
P13,eegnet,FT7,7,0.93875,0.936875,0.00187499999999996,0.7875,0.8125,-0.025000000000000022
P13,eegnet,FC5,8,0.93875,0.94125,-0.0025000000000000577,0.7875,0.8125,-0.025000000000000022
P13,eegnet,FC3,9,0.93875,0.9375,0.0012499999999999734,0.7875,0.8,-0.012500000000000067
P13,eegnet,FC1,10,0.93875,0.9381250000000001,0.0006249999999998757,0.7875,0.7875,0.0
P13,eegnet,C1,11,0.93875,0.933125,0.005624999999999991,0.7875,0.7875,0.0
P13,eegnet,C3,12,0.93875,0.935625,0.0031249999999999334,0.7875,0.8,-0.012500000000000067
P13,eegnet,C5,13,0.93875,0.933125,0.005624999999999991,0.7875,0.775,0.012499999999999956
P13,eegnet,T7,14,0.93875,0.938125,0.0006249999999999867,0.7875,0.7875,0.0
P13,eegnet,TP7,15,0.93875,0.93125,0.007499999999999951,0.7875,0.8125,-0.025000000000000022
P13,eegnet,CP5,16,0.93875,0.935625,0.0031249999999999334,0.7875,0.8125,-0.025000000000000022
P13,eegnet,CP3,17,0.93875,0.9299999999999999,0.008750000000000036,0.7875,0.7875,0.0
P13,eegnet,CP1,18,0.93875,0.940625,-0.001875000000000071,0.7875,0.7875,0.0
P13,eegnet,P1,19,0.93875,0.94,-0.0012499999999999734,0.7875,0.8,-0.012500000000000067
P13,eegnet,P3,20,0.93875,0.9393750000000001,-0.0006250000000000977,0.7875,0.7875,0.0
P13,eegnet,P5,21,0.93875,0.93375,0.0050000000000000044,0.7875,0.7875,0.0
P13,eegnet,P7,22,0.93875,0.938125,0.0006249999999999867,0.7875,0.7875,0.0
P13,eegnet,P9,23,0.93875,0.93625,0.0024999999999999467,0.7875,0.8,-0.012500000000000067
P13,eegnet,PO7,24,0.93875,0.940625,-0.001875000000000071,0.7875,0.8,-0.012500000000000067
P13,eegnet,PO3,25,0.93875,0.93375,0.0050000000000000044,0.7875,0.775,0.012499999999999956
P13,eegnet,O1,26,0.93875,0.933125,0.005624999999999991,0.7875,0.7875,0.0
P13,eegnet,Iz,27,0.93875,0.935625,0.0031249999999999334,0.7875,0.775,0.012499999999999956
P13,eegnet,Oz,28,0.93875,0.9325,0.006249999999999978,0.7875,0.8,-0.012500000000000067
P13,eegnet,POz,29,0.93875,0.940625,-0.001875000000000071,0.7875,0.7875,0.0
P13,eegnet,Pz,30,0.93875,0.935,0.00374999999999992,0.7875,0.8,-0.012500000000000067
P13,eegnet,CPz,31,0.93875,0.93625,0.0024999999999999467,0.7875,0.775,0.012499999999999956
P13,eegnet,Fpz,32,0.93875,0.931875,0.0068749999999999645,0.7875,0.8125,-0.025000000000000022
P13,eegnet,Fp2,33,0.93875,0.9324999999999999,0.006250000000000089,0.7875,0.8,-0.012500000000000067
P13,eegnet,AF8,34,0.93875,0.935,0.00374999999999992,0.7875,0.7875,0.0
P13,eegnet,AF4,35,0.93875,0.9356249999999999,0.0031250000000000444,0.7875,0.775,0.012499999999999956
P13,eegnet,AFz,36,0.93875,0.9324999999999999,0.006250000000000089,0.7875,0.775,0.012499999999999956
P13,eegnet,Fz,37,0.93875,0.9337500000000001,0.004999999999999893,0.7875,0.8,-0.012500000000000067
P13,eegnet,F2,38,0.93875,0.9337500000000001,0.004999999999999893,0.7875,0.8,-0.012500000000000067
P13,eegnet,F4,39,0.93875,0.938125,0.0006249999999999867,0.7875,0.7875,0.0
P13,eegnet,F6,40,0.93875,0.9381250000000001,0.0006249999999998757,0.7875,0.7875,0.0
P13,eegnet,F8,41,0.93875,0.93,0.008749999999999925,0.7875,0.775,0.012499999999999956
P13,eegnet,FT8,42,0.93875,0.94125,-0.0025000000000000577,0.7875,0.8125,-0.025000000000000022
P13,eegnet,FC6,43,0.93875,0.93625,0.0024999999999999467,0.7875,0.7875,0.0
P13,eegnet,FC4,44,0.93875,0.9393750000000001,-0.0006250000000000977,0.7875,0.8125,-0.025000000000000022
P13,eegnet,FC2,45,0.93875,0.933125,0.005624999999999991,0.7875,0.7625,0.025000000000000022
P13,eegnet,FCz,46,0.93875,0.9325,0.006249999999999978,0.7875,0.8125,-0.025000000000000022
P13,eegnet,Cz,47,0.93875,0.9312499999999999,0.007500000000000062,0.7875,0.7875,0.0
P13,eegnet,C2,48,0.93875,0.9312499999999999,0.007500000000000062,0.7875,0.8,-0.012500000000000067
P13,eegnet,C4,49,0.93875,0.935625,0.0031249999999999334,0.7875,0.8,-0.012500000000000067
P13,eegnet,C6,50,0.93875,0.944375,-0.005624999999999991,0.7875,0.8125,-0.025000000000000022
P13,eegnet,T8,51,0.93875,0.93625,0.0024999999999999467,0.7875,0.7875,0.0
P13,eegnet,TP8,52,0.93875,0.93875,0.0,0.7875,0.775,0.012499999999999956
P13,eegnet,CP6,53,0.93875,0.9437500000000001,-0.0050000000000001155,0.7875,0.825,-0.03749999999999998
P13,eegnet,CP4,54,0.93875,0.9381249999999999,0.0006250000000000977,0.7875,0.8,-0.012500000000000067
P13,eegnet,CP2,55,0.93875,0.93125,0.007499999999999951,0.7875,0.7875,0.0
P13,eegnet,P2,56,0.93875,0.9412499999999999,-0.0024999999999999467,0.7875,0.8,-0.012500000000000067
P13,eegnet,P4,57,0.93875,0.93625,0.0024999999999999467,0.7875,0.8,-0.012500000000000067
P13,eegnet,P6,58,0.93875,0.93875,0.0,0.7875,0.8125,-0.025000000000000022
P13,eegnet,P8,59,0.93875,0.938125,0.0006249999999999867,0.7875,0.8125,-0.025000000000000022
P13,eegnet,P10,60,0.93875,0.9325000000000001,0.006249999999999867,0.7875,0.775,0.012499999999999956
P13,eegnet,PO8,61,0.93875,0.9418749999999999,-0.0031249999999999334,0.7875,0.8,-0.012500000000000067
P13,eegnet,PO4,62,0.93875,0.928125,0.010624999999999996,0.7875,0.7875,0.0
P13,eegnet,O2,63,0.93875,0.95,-0.011249999999999982,0.7875,0.8125,-0.025000000000000022
P14,eegnet,Fp1,0,0.624375,0.6387499999999999,-0.014374999999999916,0.6125,0.575,0.03750000000000009
P14,eegnet,AF7,1,0.624375,0.625625,-0.0012499999999999734,0.6125,0.5875,0.025000000000000022
P14,eegnet,AF3,2,0.624375,0.6224999999999999,0.001875000000000071,0.6125,0.6125,0.0
P14,eegnet,F1,3,0.624375,0.6224999999999999,0.001875000000000071,0.6125,0.6,0.012500000000000067
P14,eegnet,F3,4,0.624375,0.6212500000000001,0.0031249999999999334,0.6125,0.6125,0.0
P14,eegnet,F5,5,0.624375,0.6306250000000001,-0.006250000000000089,0.6125,0.5875,0.025000000000000022
P14,eegnet,F7,6,0.624375,0.61625,0.008125000000000049,0.6125,0.6,0.012500000000000067
P14,eegnet,FT7,7,0.624375,0.635625,-0.011249999999999982,0.6125,0.6,0.012500000000000067
P14,eegnet,FC5,8,0.624375,0.62375,0.0006249999999999867,0.6125,0.6,0.012500000000000067
P14,eegnet,FC3,9,0.624375,0.61375,0.010624999999999996,0.6125,0.5875,0.025000000000000022
P14,eegnet,FC1,10,0.624375,0.63625,-0.011874999999999969,0.6125,0.5875,0.025000000000000022
P14,eegnet,C1,11,0.624375,0.6231249999999999,0.0012500000000000844,0.6125,0.6125,0.0
P14,eegnet,C3,12,0.624375,0.6275,-0.0031249999999999334,0.6125,0.6,0.012500000000000067
P14,eegnet,C5,13,0.624375,0.6375,-0.013124999999999942,0.6125,0.6,0.012500000000000067
P14,eegnet,T7,14,0.624375,0.650625,-0.026249999999999996,0.6125,0.5875,0.025000000000000022
P14,eegnet,TP7,15,0.624375,0.645,-0.020625000000000004,0.6125,0.625,-0.012499999999999956
P14,eegnet,CP5,16,0.624375,0.62125,0.0031250000000000444,0.6125,0.6,0.012500000000000067
P14,eegnet,CP3,17,0.624375,0.624375,0.0,0.6125,0.6125,0.0
P14,eegnet,CP1,18,0.624375,0.633125,-0.008750000000000036,0.6125,0.6,0.012500000000000067
P14,eegnet,P1,19,0.624375,0.64,-0.015625,0.6125,0.6125,0.0
P14,eegnet,P3,20,0.624375,0.6181250000000001,0.006249999999999867,0.6125,0.5625,0.050000000000000044
P14,eegnet,P5,21,0.624375,0.639375,-0.015000000000000013,0.6125,0.6125,0.0
P14,eegnet,P7,22,0.624375,0.6437499999999999,-0.01937499999999992,0.6125,0.6125,0.0
P14,eegnet,P9,23,0.624375,0.6175,0.0068749999999999645,0.6125,0.6125,0.0
P14,eegnet,PO7,24,0.624375,0.6212500000000001,0.0031249999999999334,0.6125,0.6,0.012500000000000067
P14,eegnet,PO3,25,0.624375,0.629375,-0.0050000000000000044,0.6125,0.5875,0.025000000000000022
P14,eegnet,O1,26,0.624375,0.6318750000000001,-0.007500000000000062,0.6125,0.5875,0.025000000000000022
P14,eegnet,Iz,27,0.624375,0.6337499999999999,-0.009374999999999911,0.6125,0.5875,0.025000000000000022
P14,eegnet,Oz,28,0.624375,0.6293750000000001,-0.0050000000000001155,0.6125,0.6,0.012500000000000067
P14,eegnet,POz,29,0.624375,0.63375,-0.009375000000000022,0.6125,0.6125,0.0
P14,eegnet,Pz,30,0.624375,0.6275000000000001,-0.0031250000000000444,0.6125,0.6,0.012500000000000067
P14,eegnet,CPz,31,0.624375,0.614375,0.010000000000000009,0.6125,0.6125,0.0
P14,eegnet,Fpz,32,0.624375,0.645,-0.020625000000000004,0.6125,0.6,0.012500000000000067
P14,eegnet,Fp2,33,0.624375,0.62,0.004375000000000018,0.6125,0.6125,0.0
P14,eegnet,AF8,34,0.624375,0.624375,0.0,0.6125,0.6,0.012500000000000067
P14,eegnet,AF4,35,0.624375,0.6225,0.00187499999999996,0.6125,0.6,0.012500000000000067
P14,eegnet,AFz,36,0.624375,0.62125,0.0031250000000000444,0.6125,0.6,0.012500000000000067
P14,eegnet,Fz,37,0.624375,0.630625,-0.006249999999999978,0.6125,0.6,0.012500000000000067
P14,eegnet,F2,38,0.624375,0.6268750000000001,-0.0025000000000000577,0.6125,0.6125,0.0
P14,eegnet,F4,39,0.624375,0.6181249999999999,0.006250000000000089,0.6125,0.6125,0.0
P14,eegnet,F6,40,0.624375,0.6325000000000001,-0.008125000000000049,0.6125,0.6125,0.0
P14,eegnet,F8,41,0.624375,0.628125,-0.003750000000000031,0.6125,0.6,0.012500000000000067
P14,eegnet,FT8,42,0.624375,0.6375,-0.013124999999999942,0.6125,0.6,0.012500000000000067
P14,eegnet,FC6,43,0.624375,0.6125,0.011874999999999969,0.6125,0.5875,0.025000000000000022
P14,eegnet,FC4,44,0.624375,0.624375,0.0,0.6125,0.6,0.012500000000000067
P14,eegnet,FC2,45,0.624375,0.615,0.009375000000000022,0.6125,0.575,0.03750000000000009
P14,eegnet,FCz,46,0.624375,0.6003125,0.024062499999999987,0.6125,0.5875,0.025000000000000022
P14,eegnet,Cz,47,0.624375,0.6350000000000001,-0.010625000000000107,0.6125,0.6,0.012500000000000067
P14,eegnet,C2,48,0.624375,0.619375,0.0050000000000000044,0.6125,0.6,0.012500000000000067
P14,eegnet,C4,49,0.624375,0.611875,0.012500000000000067,0.6125,0.6,0.012500000000000067
P14,eegnet,C6,50,0.624375,0.623125,0.0012499999999999734,0.6125,0.6125,0.0
P14,eegnet,T8,51,0.624375,0.626875,-0.0024999999999999467,0.6125,0.5875,0.025000000000000022
P14,eegnet,TP8,52,0.624375,0.62375,0.0006249999999999867,0.6125,0.6,0.012500000000000067
P14,eegnet,CP6,53,0.624375,0.635,-0.010624999999999996,0.6125,0.6125,0.0
P14,eegnet,CP4,54,0.624375,0.628125,-0.003750000000000031,0.6125,0.6125,0.0
P14,eegnet,CP2,55,0.624375,0.64375,-0.01937500000000003,0.6125,0.6125,0.0
P14,eegnet,P2,56,0.624375,0.6275,-0.0031249999999999334,0.6125,0.6,0.012500000000000067
P14,eegnet,P4,57,0.624375,0.621875,0.0025000000000000577,0.6125,0.6125,0.0
P14,eegnet,P6,58,0.624375,0.6162500000000001,0.008124999999999938,0.6125,0.6125,0.0
P14,eegnet,P8,59,0.624375,0.63375,-0.009375000000000022,0.6125,0.5625,0.050000000000000044
P14,eegnet,P10,60,0.624375,0.6275000000000001,-0.0031250000000000444,0.6125,0.6125,0.0
P14,eegnet,PO8,61,0.624375,0.62875,-0.004375000000000018,0.6125,0.5875,0.025000000000000022
P14,eegnet,PO4,62,0.624375,0.626875,-0.0024999999999999467,0.6125,0.6125,0.0
P14,eegnet,O2,63,0.624375,0.6225,0.00187499999999996,0.6125,0.5875,0.025000000000000022
P15,eegnet,Fp1,0,0.8175,0.82,-0.0024999999999999467,0.75,0.75,0.0
P15,eegnet,AF7,1,0.8175,0.825,-0.007499999999999951,0.75,0.7375,0.012499999999999956
P15,eegnet,AF3,2,0.8175,0.8225000000000001,-0.0050000000000001155,0.75,0.75,0.0
P15,eegnet,F1,3,0.8175,0.815625,0.00187499999999996,0.75,0.775,-0.025000000000000022
P15,eegnet,F3,4,0.8175,0.82625,-0.008750000000000036,0.75,0.75,0.0
P15,eegnet,F5,5,0.8175,0.84,-0.022499999999999964,0.75,0.7625,-0.012499999999999956
P15,eegnet,F7,6,0.8175,0.8175,0.0,0.75,0.7625,-0.012499999999999956
P15,eegnet,FT7,7,0.8175,0.8156249999999999,0.001875000000000071,0.75,0.75,0.0
P15,eegnet,FC5,8,0.8175,0.815625,0.00187499999999996,0.75,0.7625,-0.012499999999999956
P15,eegnet,FC3,9,0.8175,0.818125,-0.0006249999999999867,0.75,0.75,0.0
P15,eegnet,FC1,10,0.8175,0.82125,-0.003750000000000031,0.75,0.75,0.0
P15,eegnet,C1,11,0.8175,0.81625,0.0012499999999999734,0.75,0.75,0.0
P15,eegnet,C3,12,0.8175,0.800625,0.016874999999999973,0.75,0.7625,-0.012499999999999956
P15,eegnet,C5,13,0.8175,0.816875,0.0006249999999999867,0.75,0.75,0.0
