participant,model,channel,channel_index,baseline_auc,occluded_auc,delta_auc,baseline_accuracy,occluded_accuracy,delta_accuracy
P06,eegnet,FC5,8,0.726875,0.705625,0.021250000000000102,0.6,0.55,0.04999999999999993
P06,eegnet,FC3,9,0.726875,0.720625,0.006250000000000089,0.6,0.6125,-0.012500000000000067
P06,eegnet,FC1,10,0.726875,0.7225,0.004375000000000018,0.6,0.625,-0.025000000000000022
P06,eegnet,C1,11,0.726875,0.736875,-0.009999999999999898,0.6,0.6125,-0.012500000000000067
P06,eegnet,C3,12,0.726875,0.71375,0.013125000000000053,0.6,0.6375,-0.03749999999999998
P06,eegnet,C5,13,0.726875,0.725625,0.0012500000000000844,0.6,0.6375,-0.03749999999999998
P06,eegnet,T7,14,0.726875,0.7237499999999999,0.0031250000000001554,0.6,0.625,-0.025000000000000022
P06,eegnet,TP7,15,0.726875,0.70875,0.018125000000000058,0.6,0.6,0.0
P06,eegnet,CP5,16,0.726875,0.718125,0.008750000000000036,0.6,0.575,0.025000000000000022
P06,eegnet,CP3,17,0.726875,0.7181249999999999,0.008750000000000147,0.6,0.6,0.0
P06,eegnet,CP1,18,0.726875,0.72,0.0068750000000000755,0.6,0.6125,-0.012500000000000067
P06,eegnet,P1,19,0.726875,0.7268749999999999,1.1102230246251565e-16,0.6,0.5875,0.012499999999999956
P06,eegnet,P3,20,0.726875,0.7262500000000001,0.0006249999999999867,0.6,0.6375,-0.03749999999999998
P06,eegnet,P5,21,0.726875,0.733125,-0.006249999999999978,0.6,0.6,0.0
P06,eegnet,P7,22,0.726875,0.7050000000000001,0.021874999999999978,0.6,0.6125,-0.012500000000000067
P06,eegnet,P9,23,0.726875,0.72,0.0068750000000000755,0.6,0.6,0.0
P06,eegnet,PO7,24,0.726875,0.7125,0.014375000000000027,0.6,0.575,0.025000000000000022
P06,eegnet,PO3,25,0.726875,0.6925,0.034375000000000044,0.6,0.5875,0.012499999999999956
P06,eegnet,O1,26,0.726875,0.72,0.0068750000000000755,0.6,0.6,0.0
P06,eegnet,Iz,27,0.726875,0.72875,-0.00187499999999996,0.6,0.625,-0.025000000000000022
P06,eegnet,Oz,28,0.726875,0.73,-0.0031249999999999334,0.6,0.5875,0.012499999999999956
P06,eegnet,POz,29,0.726875,0.698125,0.028750000000000053,0.6,0.575,0.025000000000000022
P06,eegnet,Pz,30,0.726875,0.72875,-0.00187499999999996,0.6,0.6125,-0.012500000000000067
P06,eegnet,CPz,31,0.726875,0.7362500000000001,-0.009375000000000022,0.6,0.65,-0.050000000000000044
P06,eegnet,Fpz,32,0.726875,0.72375,0.0031250000000000444,0.6,0.6125,-0.012500000000000067
P06,eegnet,Fp2,33,0.726875,0.7256250000000001,0.0012499999999999734,0.6,0.625,-0.025000000000000022
P06,eegnet,AF8,34,0.726875,0.72,0.0068750000000000755,0.6,0.6125,-0.012500000000000067
P06,eegnet,AF4,35,0.726875,0.7018749999999999,0.025000000000000133,0.6,0.6,0.0
P06,eegnet,AFz,36,0.726875,0.734375,-0.007499999999999951,0.6,0.6125,-0.012500000000000067
P06,eegnet,Fz,37,0.726875,0.72875,-0.00187499999999996,0.6,0.625,-0.025000000000000022
P06,eegnet,F2,38,0.726875,0.721875,0.0050000000000000044,0.6,0.6125,-0.012500000000000067
P06,eegnet,F4,39,0.726875,0.7199999999999999,0.0068750000000001865,0.6,0.6,0.0
P06,eegnet,F6,40,0.726875,0.7156250000000001,0.011249999999999982,0.6,0.575,0.025000000000000022
P06,eegnet,F8,41,0.726875,0.7299999999999999,-0.0031249999999998224,0.6,0.6125,-0.012500000000000067
P06,eegnet,FT8,42,0.726875,0.7006249999999999,0.026250000000000107,0.6,0.6125,-0.012500000000000067
P06,eegnet,FC6,43,0.726875,0.70875,0.018125000000000058,0.6,0.5875,0.012499999999999956
P06,eegnet,FC4,44,0.726875,0.7225,0.004375000000000018,0.6,0.6,0.0
P06,eegnet,FC2,45,0.726875,0.73125,-0.004374999999999907,0.6,0.625,-0.025000000000000022
P06,eegnet,FCz,46,0.726875,0.719375,0.007500000000000062,0.6,0.6,0.0
P06,eegnet,Cz,47,0.726875,0.7262499999999998,0.0006250000000002087,0.6,0.6375,-0.03749999999999998
P06,eegnet,C2,48,0.726875,0.72375,0.0031250000000000444,0.6,0.625,-0.025000000000000022
P06,eegnet,C4,49,0.726875,0.723125,0.003750000000000031,0.6,0.6125,-0.012500000000000067
P06,eegnet,C6,50,0.726875,0.730625,-0.00374999999999992,0.6,0.6,0.0
P06,eegnet,T8,51,0.726875,0.73875,-0.011874999999999969,0.6,0.65,-0.050000000000000044
P06,eegnet,TP8,52,0.726875,0.6925,0.034375000000000044,0.6,0.6,0.0
P06,eegnet,CP6,53,0.726875,0.711875,0.015000000000000013,0.6,0.575,0.025000000000000022
P06,eegnet,CP4,54,0.726875,0.714375,0.012500000000000067,0.6,0.6125,-0.012500000000000067
P06,eegnet,CP2,55,0.726875,0.710625,0.016250000000000098,0.6,0.625,-0.025000000000000022
P06,eegnet,P2,56,0.726875,0.72125,0.005625000000000102,0.6,0.6,0.0
P06,eegnet,P4,57,0.726875,0.7324999999999999,-0.00562499999999988,0.6,0.6375,-0.03749999999999998
P06,eegnet,P6,58,0.726875,0.729375,-0.0024999999999999467,0.6,0.625,-0.025000000000000022
P06,eegnet,P8,59,0.726875,0.7225,0.004375000000000018,0.6,0.6,0.0
P06,eegnet,P10,60,0.726875,0.713125,0.01375000000000004,0.6,0.5625,0.03749999999999998
P06,eegnet,PO8,61,0.726875,0.71875,0.008125000000000049,0.6,0.6,0.0
P06,eegnet,PO4,62,0.726875,0.7293749999999999,-0.0024999999999998357,0.6,0.65,-0.050000000000000044
P06,eegnet,O2,63,0.726875,0.73,-0.0031249999999999334,0.6,0.625,-0.025000000000000022
P07,eegnet,Fp1,0,0.5793749999999999,0.584375,-0.0050000000000001155,0.55,0.5375,0.012500000000000067
P07,eegnet,AF7,1,0.5793749999999999,0.581875,-0.0025000000000001688,0.55,0.55,0.0
P07,eegnet,AF3,2,0.5793749999999999,0.5750000000000001,0.004374999999999796,0.55,0.525,0.025000000000000022
P07,eegnet,F1,3,0.5793749999999999,0.581875,-0.0025000000000001688,0.55,0.5625,-0.012499999999999956
P07,eegnet,F3,4,0.5793749999999999,0.578125,0.0012499999999998623,0.55,0.5375,0.012500000000000067
P07,eegnet,F5,5,0.5793749999999999,0.583125,-0.003750000000000142,0.55,0.5375,0.012500000000000067
P07,eegnet,F7,6,0.5793749999999999,0.579375,-1.1102230246251565e-16,0.55,0.55,0.0
P07,eegnet,FT7,7,0.5793749999999999,0.5806250000000001,-0.0012500000000001954,0.55,0.525,0.025000000000000022
P07,eegnet,FC5,8,0.5793749999999999,0.5868749999999999,-0.007500000000000062,0.55,0.525,0.025000000000000022
P07,eegnet,FC3,9,0.5793749999999999,0.585,-0.005625000000000102,0.55,0.525,0.025000000000000022
P07,eegnet,FC1,10,0.5793749999999999,0.578125,0.0012499999999998623,0.55,0.5375,0.012500000000000067
P07,eegnet,C1,11,0.5793749999999999,0.570625,0.008749999999999813,0.55,0.525,0.025000000000000022
P07,eegnet,C3,12,0.5793749999999999,0.585625,-0.006250000000000089,0.55,0.5375,0.012500000000000067
P07,eegnet,C5,13,0.5793749999999999,0.58625,-0.0068750000000001865,0.55,0.5375,0.012500000000000067
P07,eegnet,T7,14,0.5793749999999999,0.581875,-0.0025000000000001688,0.55,0.5375,0.012500000000000067
P07,eegnet,TP7,15,0.5793749999999999,0.57875,0.0006249999999998757,0.55,0.525,0.025000000000000022
P07,eegnet,CP5,16,0.5793749999999999,0.581875,-0.0025000000000001688,0.55,0.5125,0.03750000000000009
P07,eegnet,CP3,17,0.5793749999999999,0.581875,-0.0025000000000001688,0.55,0.5,0.050000000000000044
P07,eegnet,CP1,18,0.5793749999999999,0.595,-0.01562500000000011,0.55,0.5375,0.012500000000000067
P07,eegnet,P1,19,0.5793749999999999,0.585,-0.005625000000000102,0.55,0.55,0.0
P07,eegnet,P3,20,0.5793749999999999,0.57375,0.00562499999999988,0.55,0.5375,0.012500000000000067
P07,eegnet,P5,21,0.5793749999999999,0.57625,0.0031249999999998224,0.55,0.5375,0.012500000000000067
P07,eegnet,P7,22,0.5793749999999999,0.585,-0.005625000000000102,0.55,0.525,0.025000000000000022
P07,eegnet,P9,23,0.5793749999999999,0.585,-0.005625000000000102,0.55,0.525,0.025000000000000022
P07,eegnet,PO7,24,0.5793749999999999,0.576875,0.0024999999999998357,0.55,0.5375,0.012500000000000067
P07,eegnet,PO3,25,0.5793749999999999,0.578125,0.0012499999999998623,0.55,0.55,0.0
P07,eegnet,O1,26,0.5793749999999999,0.5787500000000001,0.0006249999999997646,0.55,0.525,0.025000000000000022
P07,eegnet,Iz,27,0.5793749999999999,0.574375,0.004999999999999893,0.55,0.5375,0.012500000000000067
P07,eegnet,Oz,28,0.5793749999999999,0.57875,0.0006249999999998757,0.55,0.55,0.0
P07,eegnet,POz,29,0.5793749999999999,0.5806250000000001,-0.0012500000000001954,0.55,0.5,0.050000000000000044
P07,eegnet,Pz,30,0.5793749999999999,0.58625,-0.0068750000000001865,0.55,0.5625,-0.012499999999999956
P07,eegnet,CPz,31,0.5793749999999999,0.5825,-0.0031250000000001554,0.55,0.5375,0.012500000000000067
P07,eegnet,Fpz,32,0.5793749999999999,0.5781249999999999,0.0012499999999999734,0.55,0.55,0.0
P07,eegnet,Fp2,33,0.5793749999999999,0.5768749999999999,0.0024999999999999467,0.55,0.5375,0.012500000000000067
P07,eegnet,AF8,34,0.5793749999999999,0.57875,0.0006249999999998757,0.55,0.5375,0.012500000000000067
P07,eegnet,AF4,35,0.5793749999999999,0.58125,-0.001875000000000182,0.55,0.55,0.0
P07,eegnet,AFz,36,0.5793749999999999,0.581875,-0.0025000000000001688,0.55,0.5375,0.012500000000000067
P07,eegnet,Fz,37,0.5793749999999999,0.579375,-1.1102230246251565e-16,0.55,0.5125,0.03750000000000009
P07,eegnet,F2,38,0.5793749999999999,0.581875,-0.0025000000000001688,0.55,0.55,0.0
P07,eegnet,F4,39,0.5793749999999999,0.5806250000000001,-0.0012500000000001954,0.55,0.55,0.0
P07,eegnet,F6,40,0.5793749999999999,0.5925,-0.013125000000000164,0.55,0.55,0.0
P07,eegnet,F8,41,0.5793749999999999,0.589375,-0.01000000000000012,0.55,0.5375,0.012500000000000067
P07,eegnet,FT8,42,0.5793749999999999,0.5806250000000001,-0.0012500000000001954,0.55,0.55,0.0
P07,eegnet,FC6,43,0.5793749999999999,0.58875,-0.009375000000000133,0.55,0.5375,0.012500000000000067
P07,eegnet,FC4,44,0.5793749999999999,0.581875,-0.0025000000000001688,0.55,0.5375,0.012500000000000067
P07,eegnet,FC2,45,0.5793749999999999,0.5750000000000001,0.004374999999999796,0.55,0.525,0.025000000000000022
P07,eegnet,FCz,46,0.5793749999999999,0.583125,-0.003750000000000142,0.55,0.55,0.0
P07,eegnet,Cz,47,0.5793749999999999,0.565,0.014374999999999916,0.55,0.525,0.025000000000000022
P07,eegnet,C2,48,0.5793749999999999,0.58,-0.0006250000000000977,0.55,0.5375,0.012500000000000067
P07,eegnet,C4,49,0.5793749999999999,0.578125,0.0012499999999998623,0.55,0.5375,0.012500000000000067
P07,eegnet,C6,50,0.5793749999999999,0.589375,-0.01000000000000012,0.55,0.5375,0.012500000000000067
P07,eegnet,T8,51,0.5793749999999999,0.589375,-0.01000000000000012,0.55,0.5125,0.03750000000000009
P07,eegnet,TP8,52,0.5793749999999999,0.59625,-0.016875000000000084,0.55,0.55,0.0
P07,eegnet,CP6,53,0.5793749999999999,0.57875,0.0006249999999998757,0.55,0.525,0.025000000000000022
P07,eegnet,CP4,54,0.5793749999999999,0.5868749999999999,-0.007500000000000062,0.55,0.5375,0.012500000000000067
P07,eegnet,CP2,55,0.5793749999999999,0.5800000000000001,-0.0006250000000002087,0.55,0.55,0.0
P07,eegnet,P2,56,0.5793749999999999,0.5731249999999999,0.006249999999999978,0.55,0.5125,0.03750000000000009
P07,eegnet,P4,57,0.5793749999999999,0.5793750000000001,-2.220446049250313e-16,0.55,0.55,0.0
P07,eegnet,P6,58,0.5793749999999999,0.6006250000000001,-0.021250000000000213,0.55,0.575,-0.02499999999999991
P07,eegnet,P8,59,0.5793749999999999,0.59875,-0.019375000000000142,0.55,0.5625,-0.012499999999999956
P07,eegnet,P10,60,0.5793749999999999,0.58625,-0.0068750000000001865,0.55,0.575,-0.02499999999999991
P07,eegnet,PO8,61,0.5793749999999999,0.588125,-0.008750000000000147,0.55,0.5625,-0.012499999999999956
P07,eegnet,PO4,62,0.5793749999999999,0.57875,0.0006249999999998757,0.55,0.5375,0.012500000000000067
P07,eegnet,O2,63,0.5793749999999999,0.5837500000000001,-0.00437500000000024,0.55,0.5375,0.012500000000000067
P08,eegnet,Fp1,0,0.6658249158249158,0.664141414141414,0.0016835016835017313,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,AF7,1,0.6658249158249158,0.6691919191919191,-0.0033670033670033517,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,AF3,2,0.6658249158249158,0.6742424242424242,-0.008417508417508435,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,F1,3,0.6658249158249158,0.6767676767676767,-0.01094276094276092,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,F3,4,0.6658249158249158,0.6624579124579125,0.0033670033670032407,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,F5,5,0.6658249158249158,0.6607744107744108,0.005050505050504972,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,F7,6,0.6658249158249158,0.6624579124579124,0.0033670033670033517,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,FT7,7,0.6658249158249158,0.6683501683501681,-0.002525252525252375,0.6376811594202898,0.6666666666666666,-0.02898550724637683
P08,eegnet,FC5,8,0.6658249158249158,0.6548821548821548,0.01094276094276092,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,FC3,9,0.6658249158249158,0.6776094276094277,-0.011784511784511897,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,FC1,10,0.6658249158249158,0.6574074074074074,0.008417508417508324,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,C1,11,0.6658249158249158,0.6632996632996633,0.002525252525252486,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,C3,12,0.6658249158249158,0.6590909090909091,0.006734006734006703,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,C5,13,0.6658249158249158,0.6658249158249159,-1.1102230246251565e-16,0.6376811594202898,0.6666666666666666,-0.02898550724637683
P08,eegnet,T7,14,0.6658249158249158,0.6557239057239056,0.010101010101010166,0.6376811594202898,0.6086956521739131,0.02898550724637672
P08,eegnet,TP7,15,0.6658249158249158,0.6683501683501684,-0.002525252525252597,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,CP5,16,0.6658249158249158,0.664141414141414,0.0016835016835017313,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,CP3,17,0.6658249158249158,0.6616161616161617,0.004208754208754106,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,CP1,18,0.6658249158249158,0.6624579124579124,0.0033670033670033517,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,P1,19,0.6658249158249158,0.6624579124579124,0.0033670033670033517,0.6376811594202898,0.6086956521739131,0.02898550724637672
P08,eegnet,P3,20,0.6658249158249158,0.6456228956228955,0.02020202020202022,0.6376811594202898,0.6086956521739131,0.02898550724637672
P08,eegnet,P5,21,0.6658249158249158,0.648989898989899,0.01683501683501676,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,P7,22,0.6658249158249158,0.6624579124579125,0.0033670033670032407,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,P9,23,0.6658249158249158,0.67003367003367,-0.004208754208754217,0.6376811594202898,0.6666666666666666,-0.02898550724637683
P08,eegnet,PO7,24,0.6658249158249158,0.6498316498316499,0.015993265993265893,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,PO3,25,0.6658249158249158,0.6649831649831649,0.0008417508417508657,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,O1,26,0.6658249158249158,0.6675084175084174,-0.0016835016835016203,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,Iz,27,0.6658249158249158,0.6565656565656566,0.00925925925925919,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,Oz,28,0.6658249158249158,0.6607744107744108,0.005050505050504972,0.6376811594202898,0.5942028985507246,0.04347826086956519
P08,eegnet,POz,29,0.6658249158249158,0.6624579124579123,0.0033670033670034627,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,Pz,30,0.6658249158249158,0.6632996632996633,0.002525252525252486,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,CPz,31,0.6658249158249158,0.6599326599326599,0.005892255892255838,0.6376811594202898,0.6086956521739131,0.02898550724637672
P08,eegnet,Fpz,32,0.6658249158249158,0.6691919191919192,-0.0033670033670034627,0.6376811594202898,0.6086956521739131,0.02898550724637672
P08,eegnet,Fp2,33,0.6658249158249158,0.654040404040404,0.011784511784511786,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,AF8,34,0.6658249158249158,0.6691919191919191,-0.0033670033670033517,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,AF4,35,0.6658249158249158,0.6683501683501685,-0.002525252525252708,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,AFz,36,0.6658249158249158,0.6430976430976431,0.022727272727272707,0.6376811594202898,0.6086956521739131,0.02898550724637672
P08,eegnet,Fz,37,0.6658249158249158,0.654882154882155,0.01094276094276081,0.6376811594202898,0.6666666666666666,-0.02898550724637683
P08,eegnet,F2,38,0.6658249158249158,0.6616161616161615,0.004208754208754217,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,F4,39,0.6658249158249158,0.6624579124579124,0.0033670033670033517,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,F6,40,0.6658249158249158,0.6599326599326599,0.005892255892255838,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,F8,41,0.6658249158249158,0.6590909090909092,0.006734006734006592,0.6376811594202898,0.6666666666666666,-0.02898550724637683
P08,eegnet,FT8,42,0.6658249158249158,0.6565656565656566,0.00925925925925919,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,FC6,43,0.6658249158249158,0.6498316498316498,0.015993265993266004,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,FC4,44,0.6658249158249158,0.6624579124579124,0.0033670033670033517,0.6376811594202898,0.5942028985507246,0.04347826086956519
P08,eegnet,FC2,45,0.6658249158249158,0.6540404040404041,0.011784511784511675,0.6376811594202898,0.6086956521739131,0.02898550724637672
P08,eegnet,FCz,46,0.6658249158249158,0.6607744107744108,0.005050505050504972,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,Cz,47,0.6658249158249158,0.6531986531986532,0.012626262626262541,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,C2,48,0.6658249158249158,0.6481481481481481,0.017676767676767624,0.6376811594202898,0.6666666666666666,-0.02898550724637683
P08,eegnet,C4,49,0.6658249158249158,0.6641414141414141,0.0016835016835016203,0.6376811594202898,0.6666666666666666,-0.02898550724637683
P08,eegnet,C6,50,0.6658249158249158,0.6557239057239058,0.010101010101009944,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,T8,51,0.6658249158249158,0.6557239057239057,0.010101010101010055,0.6376811594202898,0.6666666666666666,-0.02898550724637683
P08,eegnet,TP8,52,0.6658249158249158,0.6565656565656566,0.00925925925925919,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,CP6,53,0.6658249158249158,0.6658249158249158,0.0,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,CP4,54,0.6658249158249158,0.6750841750841751,-0.0092592592592593,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,CP2,55,0.6658249158249158,0.654040404040404,0.011784511784511786,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,P2,56,0.6658249158249158,0.6624579124579124,0.0033670033670033517,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,P4,57,0.6658249158249158,0.664983164983165,0.0008417508417507547,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,P6,58,0.6658249158249158,0.6658249158249159,-1.1102230246251565e-16,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P08,eegnet,P8,59,0.6658249158249158,0.6574074074074073,0.008417508417508435,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,P10,60,0.6658249158249158,0.6683501683501684,-0.002525252525252597,0.6376811594202898,0.6376811594202898,0.0
P08,eegnet,PO8,61,0.6658249158249158,0.6624579124579124,0.0033670033670033517,0.6376811594202898,0.6231884057971014,0.01449275362318836
P08,eegnet,PO4,62,0.6658249158249158,0.6506734006734007,0.015151515151515027,0.6376811594202898,0.6086956521739131,0.02898550724637672
P08,eegnet,O2,63,0.6658249158249158,0.6607744107744107,0.005050505050505083,0.6376811594202898,0.6521739130434783,-0.01449275362318847
P10,eegnet,Fp1,0,0.595625,0.5975000000000001,-0.001875000000000182,0.55,0.5625,-0.012499999999999956
P10,eegnet,AF7,1,0.595625,0.605625,-0.010000000000000009,0.55,0.575,-0.02499999999999991
P10,eegnet,AF3,2,0.595625,0.58875,0.0068749999999999645,0.55,0.5375,0.012500000000000067
P10,eegnet,F1,3,0.595625,0.60375,-0.008125000000000049,0.55,0.5625,-0.012499999999999956
P10,eegnet,F3,4,0.595625,0.588125,0.007499999999999951,0.55,0.5375,0.012500000000000067
P10,eegnet,F5,5,0.595625,0.58375,0.011874999999999969,0.55,0.5625,-0.012499999999999956
P10,eegnet,F7,6,0.595625,0.6074999999999999,-0.011874999999999969,0.55,0.55,0.0
P10,eegnet,FT7,7,0.595625,0.594375,0.0012499999999999734,0.55,0.55,0.0
P10,eegnet,FC5,8,0.595625,0.58875,0.0068749999999999645,0.55,0.575,-0.02499999999999991
P10,eegnet,FC3,9,0.595625,0.5956250000000001,-1.1102230246251565e-16,0.55,0.5375,0.012500000000000067
P10,eegnet,FC1,10,0.595625,0.5993750000000001,-0.003750000000000142,0.55,0.575,-0.02499999999999991
P10,eegnet,C1,11,0.595625,0.60125,-0.005624999999999991,0.55,0.5875,-0.03749999999999998
P10,eegnet,C3,12,0.595625,0.588125,0.007499999999999951,0.55,0.5625,-0.012499999999999956
P10,eegnet,C5,13,0.595625,0.59625,-0.0006249999999999867,0.55,0.5875,-0.03749999999999998
P10,eegnet,T7,14,0.595625,0.6112500000000001,-0.01562500000000011,0.55,0.5875,-0.03749999999999998
P10,eegnet,TP7,15,0.595625,0.59375,0.00187499999999996,0.55,0.575,-0.02499999999999991
P10,eegnet,CP5,16,0.595625,0.603125,-0.007500000000000062,0.55,0.5625,-0.012499999999999956
P10,eegnet,CP3,17,0.595625,0.5971875,-0.0015625000000000222,0.55,0.55,0.0
P10,eegnet,CP1,18,0.595625,0.6168750000000001,-0.021250000000000102,0.55,0.6125,-0.0625
P10,eegnet,P1,19,0.595625,0.60125,-0.005624999999999991,0.55,0.5875,-0.03749999999999998
P10,eegnet,P3,20,0.595625,0.5987500000000001,-0.0031250000000001554,0.55,0.575,-0.02499999999999991
P10,eegnet,P5,21,0.595625,0.6037500000000001,-0.00812500000000016,0.55,0.5625,-0.012499999999999956
P10,eegnet,P7,22,0.595625,0.598125,-0.0025000000000000577,0.55,0.55,0.0
P10,eegnet,P9,23,0.595625,0.601875,-0.006250000000000089,0.55,0.55,0.0
P10,eegnet,PO7,24,0.595625,0.598125,-0.0025000000000000577,0.55,0.5375,0.012500000000000067
P10,eegnet,PO3,25,0.595625,0.5831250000000001,0.012499999999999845,0.55,0.5625,-0.012499999999999956
P10,eegnet,O1,26,0.595625,0.6075,-0.01187500000000008,0.55,0.55,0.0
P10,eegnet,Iz,27,0.595625,0.599375,-0.003750000000000031,0.55,0.55,0.0
P10,eegnet,Oz,28,0.595625,0.59875,-0.0031250000000000444,0.55,0.575,-0.02499999999999991
P10,eegnet,POz,29,0.595625,0.61875,-0.023125000000000062,0.55,0.5875,-0.03749999999999998
P10,eegnet,Pz,30,0.595625,0.6006250000000001,-0.0050000000000001155,0.55,0.55,0.0
P10,eegnet,CPz,31,0.595625,0.5975,-0.001875000000000071,0.55,0.525,0.025000000000000022
P10,eegnet,Fpz,32,0.595625,0.598125,-0.0025000000000000577,0.55,0.5625,-0.012499999999999956
P10,eegnet,Fp2,33,0.595625,0.593125,0.0024999999999999467,0.55,0.5875,-0.03749999999999998
P10,eegnet,AF8,34,0.595625,0.5987499999999999,-0.0031249999999999334,0.55,0.525,0.025000000000000022
P10,eegnet,AF4,35,0.595625,0.6000000000000001,-0.004375000000000129,0.55,0.525,0.025000000000000022
P10,eegnet,AFz,36,0.595625,0.59625,-0.0006249999999999867,0.55,0.5625,-0.012499999999999956
P10,eegnet,Fz,37,0.595625,0.60625,-0.010624999999999996,0.55,0.6,-0.04999999999999993
P10,eegnet,F2,38,0.595625,0.598125,-0.0025000000000000577,0.55,0.5625,-0.012499999999999956
P10,eegnet,F4,39,0.595625,0.578125,0.01749999999999996,0.55,0.575,-0.02499999999999991
P10,eegnet,F6,40,0.595625,0.5943750000000001,0.0012499999999998623,0.55,0.5875,-0.03749999999999998
P10,eegnet,F8,41,0.595625,0.600625,-0.0050000000000000044,0.55,0.5625,-0.012499999999999956
P10,eegnet,FT8,42,0.595625,0.61375,-0.018125000000000058,0.55,0.5625,-0.012499999999999956
P10,eegnet,FC6,43,0.595625,0.605625,-0.010000000000000009,0.55,0.55,0.0
P10,eegnet,FC4,44,0.595625,0.590625,0.0050000000000000044,0.55,0.5625,-0.012499999999999956
P10,eegnet,FC2,45,0.595625,0.595,0.0006249999999999867,0.55,0.5625,-0.012499999999999956
P10,eegnet,FCz,46,0.595625,0.59625,-0.0006249999999999867,0.55,0.5625,-0.012499999999999956
P10,eegnet,Cz,47,0.595625,0.609375,-0.01375000000000004,0.55,0.6,-0.04999999999999993
P10,eegnet,C2,48,0.595625,0.586875,0.008749999999999925,0.55,0.5375,0.012500000000000067
P10,eegnet,C4,49,0.595625,0.6012500000000001,-0.005625000000000102,0.55,0.6,-0.04999999999999993
P10,eegnet,C6,50,0.595625,0.5906250000000001,0.004999999999999893,0.55,0.5375,0.012500000000000067
P10,eegnet,T8,51,0.595625,0.5875,0.008124999999999938,0.55,0.5375,0.012500000000000067
P10,eegnet,TP8,52,0.595625,0.609375,-0.01375000000000004,0.55,0.5875,-0.03749999999999998
P10,eegnet,CP6,53,0.595625,0.6012500000000001,-0.005625000000000102,0.55,0.5375,0.012500000000000067
P10,eegnet,CP4,54,0.595625,0.6,-0.004375000000000018,0.55,0.575,-0.02499999999999991
P10,eegnet,CP2,55,0.595625,0.589375,0.006249999999999978,0.55,0.5125,0.03750000000000009
P10,eegnet,P2,56,0.595625,0.601875,-0.006250000000000089,0.55,0.5125,0.03750000000000009
P10,eegnet,P4,57,0.595625,0.6006250000000001,-0.0050000000000001155,0.55,0.5,0.050000000000000044
P10,eegnet,P6,58,0.595625,0.5925,0.0031249999999999334,0.55,0.5375,0.012500000000000067
P10,eegnet,P8,59,0.595625,0.599375,-0.003750000000000031,0.55,0.55,0.0
P10,eegnet,P10,60,0.595625,0.6100000000000001,-0.014375000000000138,0.55,0.575,-0.02499999999999991
P10,eegnet,PO8,61,0.595625,0.5943750000000001,0.0012499999999998623,0.55,0.55,0.0
