participant,model,sample_start,sample_stop,time_start_s,time_stop_s,baseline_auc,occluded_auc,delta_auc,baseline_accuracy,occluded_accuracy,delta_accuracy
P13,eegnet,384,448,0.375,0.4375,0.93875,0.93875,0.0,0.7875,0.775,0.012499999999999956
P13,eegnet,448,512,0.4375,0.5,0.93875,0.9356249999999999,0.0031250000000000444,0.7875,0.825,-0.03749999999999998
P13,eegnet,512,576,0.5,0.5625,0.93875,0.92625,0.012499999999999956,0.7875,0.825,-0.03749999999999998
P13,eegnet,576,640,0.5625,0.625,0.93875,0.935625,0.0031249999999999334,0.7875,0.775,0.012499999999999956
P13,eegnet,640,704,0.625,0.6875,0.93875,0.938125,0.0006249999999999867,0.7875,0.8,-0.012500000000000067
P13,eegnet,704,768,0.6875,0.75,0.93875,0.936875,0.00187499999999996,0.7875,0.7625,0.025000000000000022
P13,eegnet,768,832,0.75,0.8125,0.93875,0.93625,0.0024999999999999467,0.7875,0.775,0.012499999999999956
P13,eegnet,832,896,0.8125,0.875,0.93875,0.9325,0.006249999999999978,0.7875,0.775,0.012499999999999956
P13,eegnet,896,960,0.875,0.9375,0.93875,0.9349999999999999,0.003750000000000031,0.7875,0.7875,0.0
P13,eegnet,960,1024,0.9375,1.0,0.93875,0.936875,0.00187499999999996,0.7875,0.775,0.012499999999999956
P13,eegnet,1024,1088,1.0,1.0625,0.93875,0.941875,-0.0031250000000000444,0.7875,0.825,-0.03749999999999998
P13,eegnet,1088,1152,1.0625,1.125,0.93875,0.9437500000000001,-0.0050000000000001155,0.7875,0.85,-0.0625
P13,eegnet,1152,1216,1.125,1.1875,0.93875,0.9450000000000001,-0.006250000000000089,0.7875,0.8,-0.012500000000000067
P13,eegnet,1216,1280,1.1875,1.25,0.93875,0.9450000000000001,-0.006250000000000089,0.7875,0.8375,-0.050000000000000044
P13,eegnet,1280,1344,1.25,1.3125,0.93875,0.9475,-0.008750000000000036,0.7875,0.8375,-0.050000000000000044
P13,eegnet,1344,1408,1.3125,1.375,0.93875,0.943125,-0.004375000000000018,0.7875,0.8,-0.012500000000000067
P13,eegnet,1408,1472,1.375,1.4375,0.93875,0.9362499999999999,0.0025000000000000577,0.7875,0.825,-0.03749999999999998
P13,eegnet,1472,1536,1.4375,1.5,0.93875,0.936875,0.00187499999999996,0.7875,0.825,-0.03749999999999998
P13,eegnet,1536,1600,1.5,1.5625,0.93875,0.940625,-0.001875000000000071,0.7875,0.8,-0.012500000000000067
P13,eegnet,1600,1664,1.5625,1.625,0.93875,0.9425,-0.003750000000000031,0.7875,0.8,-0.012500000000000067
P13,eegnet,1664,1728,1.625,1.6875,0.93875,0.95125,-0.012500000000000067,0.7875,0.825,-0.03749999999999998
P13,eegnet,1728,1792,1.6875,1.75,0.93875,0.950625,-0.01187500000000008,0.7875,0.85,-0.0625
P13,eegnet,1792,1856,1.75,1.8125,0.93875,0.956875,-0.018125000000000058,0.7875,0.8375,-0.050000000000000044
P13,eegnet,1856,1920,1.8125,1.875,0.93875,0.951875,-0.013125000000000053,0.7875,0.8,-0.012500000000000067
P13,eegnet,1920,1984,1.875,1.9375,0.93875,0.94,-0.0012499999999999734,0.7875,0.75,0.03749999999999998
P13,eegnet,1984,2048,1.9375,2.0,0.93875,0.9325000000000001,0.006249999999999867,0.7875,0.7625,0.025000000000000022
P13,eegnet,2048,2049,2.0,2.0009765625,0.93875,0.93875,0.0,0.7875,0.7875,0.0
P14,eegnet,0,64,0.0,0.0625,0.624375,0.64375,-0.01937500000000003,0.6125,0.6,0.012500000000000067
P14,eegnet,64,128,0.0625,0.125,0.624375,0.6375000000000001,-0.013125000000000053,0.6125,0.6,0.012500000000000067
P14,eegnet,128,192,0.125,0.1875,0.624375,0.6131249999999999,0.011250000000000093,0.6125,0.55,0.0625
P14,eegnet,192,256,0.1875,0.25,0.624375,0.609375,0.015000000000000013,0.6125,0.55,0.0625
P14,eegnet,256,320,0.25,0.3125,0.624375,0.621875,0.0025000000000000577,0.6125,0.5625,0.050000000000000044
P14,eegnet,320,384,0.3125,0.375,0.624375,0.648125,-0.023749999999999938,0.6125,0.6,0.012500000000000067
P14,eegnet,384,448,0.375,0.4375,0.624375,0.6281249999999999,-0.00374999999999992,0.6125,0.6125,0.0
P14,eegnet,448,512,0.4375,0.5,0.624375,0.6275000000000001,-0.0031250000000000444,0.6125,0.6125,0.0
P14,eegnet,512,576,0.5,0.5625,0.624375,0.640625,-0.016249999999999987,0.6125,0.6125,0.0
P14,eegnet,576,640,0.5625,0.625,0.624375,0.608125,0.016249999999999987,0.6125,0.6,0.012500000000000067
P14,eegnet,640,704,0.625,0.6875,0.624375,0.605625,0.018750000000000044,0.6125,0.6,0.012500000000000067
P14,eegnet,704,768,0.6875,0.75,0.624375,0.6249999999999999,-0.0006249999999998757,0.6125,0.6125,0.0
P14,eegnet,768,832,0.75,0.8125,0.624375,0.6431250000000001,-0.018750000000000044,0.6125,0.6,0.012500000000000067
P14,eegnet,832,896,0.8125,0.875,0.624375,0.62125,0.0031250000000000444,0.6125,0.6,0.012500000000000067
P14,eegnet,896,960,0.875,0.9375,0.624375,0.65125,-0.026874999999999982,0.6125,0.625,-0.012499999999999956
P14,eegnet,960,1024,0.9375,1.0,0.624375,0.6325,-0.008124999999999938,0.6125,0.5875,0.025000000000000022
P14,eegnet,1024,1088,1.0,1.0625,0.624375,0.63,-0.005624999999999991,0.6125,0.5875,0.025000000000000022
P14,eegnet,1088,1152,1.0625,1.125,0.624375,0.615,0.009375000000000022,0.6125,0.6125,0.0
P14,eegnet,1152,1216,1.125,1.1875,0.624375,0.648125,-0.023749999999999938,0.6125,0.6,0.012500000000000067
P14,eegnet,1216,1280,1.1875,1.25,0.624375,0.620625,0.003750000000000031,0.6125,0.6125,0.0
P14,eegnet,1280,1344,1.25,1.3125,0.624375,0.629375,-0.0050000000000000044,0.6125,0.5875,0.025000000000000022
P14,eegnet,1344,1408,1.3125,1.375,0.624375,0.6275,-0.0031249999999999334,0.6125,0.5875,0.025000000000000022
P14,eegnet,1408,1472,1.375,1.4375,0.624375,0.61125,0.013125000000000053,0.6125,0.5625,0.050000000000000044
P14,eegnet,1472,1536,1.4375,1.5,0.624375,0.611875,0.012500000000000067,0.6125,0.6,0.012500000000000067
P14,eegnet,1536,1600,1.5,1.5625,0.624375,0.6349999999999999,-0.010624999999999885,0.6125,0.6125,0.0
P14,eegnet,1600,1664,1.5625,1.625,0.624375,0.6224999999999999,0.001875000000000071,0.6125,0.5875,0.025000000000000022
P14,eegnet,1664,1728,1.625,1.6875,0.624375,0.61875,0.005624999999999991,0.6125,0.6,0.012500000000000067
P14,eegnet,1728,1792,1.6875,1.75,0.624375,0.62625,-0.00187499999999996,0.6125,0.575,0.03750000000000009
P14,eegnet,1792,1856,1.75,1.8125,0.624375,0.6218750000000001,0.0024999999999999467,0.6125,0.6125,0.0
P14,eegnet,1856,1920,1.8125,1.875,0.624375,0.636875,-0.012499999999999956,0.6125,0.6125,0.0
P14,eegnet,1920,1984,1.875,1.9375,0.624375,0.635625,-0.011249999999999982,0.6125,0.6125,0.0
P14,eegnet,1984,2048,1.9375,2.0,0.624375,0.644375,-0.020000000000000018,0.6125,0.6,0.012500000000000067
P14,eegnet,2048,2049,2.0,2.0009765625,0.624375,0.625,-0.0006249999999999867,0.6125,0.6125,0.0
P15,eegnet,0,64,0.0,0.0625,0.8175,0.821875,-0.004375000000000018,0.75,0.7625,-0.012499999999999956
P15,eegnet,64,128,0.0625,0.125,0.8175,0.8125,0.0050000000000000044,0.75,0.75,0.0
P15,eegnet,128,192,0.125,0.1875,0.8175,0.809375,0.008125000000000049,0.75,0.75,0.0
P15,eegnet,192,256,0.1875,0.25,0.8175,0.8200000000000001,-0.0025000000000000577,0.75,0.7625,-0.012499999999999956
P15,eegnet,256,320,0.25,0.3125,0.8175,0.8143750000000001,0.0031249999999999334,0.75,0.7625,-0.012499999999999956
P15,eegnet,320,384,0.3125,0.375,0.8175,0.806875,0.010624999999999996,0.75,0.7375,0.012499999999999956
P15,eegnet,384,448,0.375,0.4375,0.8175,0.8150000000000001,0.0024999999999999467,0.75,0.7625,-0.012499999999999956
P15,eegnet,448,512,0.4375,0.5,0.8175,0.79125,0.026249999999999996,0.75,0.7625,-0.012499999999999956
P15,eegnet,512,576,0.5,0.5625,0.8175,0.8368749999999999,-0.01937499999999992,0.75,0.75,0.0
P15,eegnet,576,640,0.5625,0.625,0.8175,0.815,0.0025000000000000577,0.75,0.725,0.025000000000000022
P15,eegnet,640,704,0.625,0.6875,0.8175,0.8075,0.010000000000000009,0.75,0.75,0.0
P15,eegnet,704,768,0.6875,0.75,0.8175,0.811875,0.005624999999999991,0.75,0.725,0.025000000000000022
P15,eegnet,768,832,0.75,0.8125,0.8175,0.8025,0.015000000000000013,0.75,0.7375,0.012499999999999956
P15,eegnet,832,896,0.8125,0.875,0.8175,0.813125,0.004375000000000018,0.75,0.7375,0.012499999999999956
P15,eegnet,896,960,0.875,0.9375,0.8175,0.8193750000000001,-0.001875000000000071,0.75,0.75,0.0
P15,eegnet,960,1024,0.9375,1.0,0.8175,0.823125,-0.005624999999999991,0.75,0.75,0.0
P15,eegnet,1024,1088,1.0,1.0625,0.8175,0.808125,0.009375000000000022,0.75,0.725,0.025000000000000022
P15,eegnet,1088,1152,1.0625,1.125,0.8175,0.823125,-0.005624999999999991,0.75,0.7625,-0.012499999999999956
P15,eegnet,1152,1216,1.125,1.1875,0.8175,0.819375,-0.00187499999999996,0.75,0.7625,-0.012499999999999956
P15,eegnet,1216,1280,1.1875,1.25,0.8175,0.8206249999999999,-0.0031249999999999334,0.75,0.75,0.0
P15,eegnet,1280,1344,1.25,1.3125,0.8175,0.8231249999999999,-0.00562499999999988,0.75,0.7375,0.012499999999999956
P15,eegnet,1344,1408,1.3125,1.375,0.8175,0.8093750000000001,0.008124999999999938,0.75,0.75,0.0
P15,eegnet,1408,1472,1.375,1.4375,0.8175,0.820625,-0.0031250000000000444,0.75,0.75,0.0
P15,eegnet,1472,1536,1.4375,1.5,0.8175,0.805,0.012499999999999956,0.75,0.725,0.025000000000000022
P15,eegnet,1536,1600,1.5,1.5625,0.8175,0.8293750000000001,-0.01187500000000008,0.75,0.75,0.0
P15,eegnet,1600,1664,1.5625,1.625,0.8175,0.8318749999999999,-0.014374999999999916,0.75,0.7375,0.012499999999999956
P15,eegnet,1664,1728,1.625,1.6875,0.8175,0.83875,-0.02124999999999999,0.75,0.75,0.0
P15,eegnet,1728,1792,1.6875,1.75,0.8175,0.82625,-0.008750000000000036,0.75,0.75,0.0
P15,eegnet,1792,1856,1.75,1.8125,0.8175,0.8343749999999999,-0.016874999999999862,0.75,0.775,-0.025000000000000022
P15,eegnet,1856,1920,1.8125,1.875,0.8175,0.8375,-0.020000000000000018,0.75,0.775,-0.025000000000000022
P15,eegnet,1920,1984,1.875,1.9375,0.8175,0.7968749999999999,0.020625000000000115,0.75,0.725,0.025000000000000022
P15,eegnet,1984,2048,1.9375,2.0,0.8175,0.830625,-0.013124999999999942,0.75,0.75,0.0
P15,eegnet,2048,2049,2.0,2.0009765625,0.8175,0.8187500000000001,-0.0012500000000000844,0.75,0.75,0.0
