n_rows,n_participants,total_standing,correct_standing,accuracy_standing,total_straight,correct_straight,accuracy_straight,total_diagonal,correct_diagonal,accuracy_diagonal,overall_accuracy_mean,overall_accuracy_sd,overall_accuracy_ci95,macro_auc_mean,macro_auc_sd,macro_auc_ci95,macro_f1_mean,macro_f1_sd,macro_f1_ci95,chance_accuracy,overfit_gap_mean,cv_mode
1600,32,12870,5983,0.4648795648795649,12790,4802,0.37544956997654416,12900,4794,0.3716279069767442,0.40392015669515663,0.11065096990235915,0.005421897525215598,0.5835860300331552,0.10828443513133094,0.005305937321435216,0.393199508904203,0.11122428135545559,0.005449989786417324,0.3333333333333333,0.0294348326052037,repeated_stratified
