n_rows,n_participants,total_standing,correct_standing,accuracy_standing,total_straight,correct_straight,accuracy_straight,total_diagonal,correct_diagonal,accuracy_diagonal,overall_accuracy_mean,overall_accuracy_sd,overall_accuracy_ci95,macro_auc_mean,macro_auc_sd,macro_auc_ci95,macro_f1_mean,macro_f1_sd,macro_f1_ci95,chance_accuracy,overfit_gap_mean,cv_mode
1600,32,12870,12524,0.9731157731157731,12790,7476,0.5845191555903049,12900,7359,0.5704651162790698,0.7096438847082868,0.11360616059551862,0.005566701869180412,0.8616831571218379,0.06959448632266559,0.003410129829810614,0.70184157767637,0.11793924011839639,0.005779022765801423,0.3333333333333333,0.055992855565579557,repeated_stratified
