n_rows,n_participants,total_standing,correct_standing,accuracy_standing,total_straight,correct_straight,accuracy_straight,total_diagonal,correct_diagonal,accuracy_diagonal,overall_accuracy_mean,overall_accuracy_sd,overall_accuracy_ci95,macro_auc_mean,macro_auc_sd,macro_auc_ci95,macro_f1_mean,macro_f1_sd,macro_f1_ci95,chance_accuracy,overfit_gap_mean,cv_mode
1600,32,12870,12381,0.9620046620046621,12790,8044,0.6289288506645817,12900,7836,0.6074418604651163,0.7328855711166853,0.1122659402784187,0.0055010310736425165,0.8772427388490118,0.0671813876121007,0.003291887992992934,0.7265124520256624,0.11660456174338125,0.005713623525425681,0.3333333333333333,0.046745860411758884,repeated_stratified
