n_rows,n_participants,total_standing,correct_standing,accuracy_standing,total_straight,correct_straight,accuracy_straight,total_diagonal,correct_diagonal,accuracy_diagonal,overall_accuracy_mean,overall_accuracy_sd,overall_accuracy_ci95,macro_auc_mean,macro_auc_sd,macro_auc_ci95,macro_f1_mean,macro_f1_sd,macro_f1_ci95,chance_accuracy,overfit_gap_mean,cv_mode
6,1,80,40,0.5,80,29,0.3625,80,23,0.2875,0.3833333333333333,0.051639777949432225,0.041320428092866825,0.5955829150273595,0.07634143597761985,0.06108587102966271,0.37773852377717115,0.04596837150683022,0.03678235780281953,0.3333333333333333,0.04508094785872562,repeated_stratified
