total_standing,correct_standing,accuracy_standing,total_straight,correct_straight,accuracy_straight,total_diagonal,correct_diagonal,accuracy_diagonal,overall_accuracy,macro_f1,macro_auc,cm_standing_standing,cm_standing_straight,cm_standing_diagonal,cm_straight_standing,cm_straight_straight,cm_straight_diagonal,cm_diagonal_standing,cm_diagonal_straight,cm_diagonal_diagonal,participant_id,model,n_features_final,best_params,inner_best_score,cv_mode,repeat,fold,channel_mode,ablation
8,8,1.0,8,6,0.75,8,5,0.625,0.7916666666666666,0.7908496732026143,0.8932291666666666,8,0,0,0,6,2,0,3,5,P39,xgb,2,"{'subsample': 1.0, 'reg_lambda': 10, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 16, 'learning_rate': 0.05, 'gamma': 2, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.8, 'n_estimators': 300}",0.8554713804713806,repeated_stratified,0,0,full,combined
8,8,1.0,8,4,0.5,8,5,0.625,0.7083333333333334,0.7071895424836602,0.8229166666666666,8,0,0,0,4,4,0,3,5,P39,xgb,2,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.3, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.8, 'n_estimators': 300}",0.9202020202020201,repeated_stratified,0,1,full,combined
8,8,1.0,8,4,0.5,8,4,0.5,0.6666666666666666,0.6666666666666666,0.8229166666666666,8,0,0,0,4,4,0,4,4,P39,xgb,2,"{'subsample': 0.6, 'reg_lambda': 10, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0.3, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.8, 'n_estimators': 300}",0.8711760461760463,repeated_stratified,0,2,full,combined
8,8,1.0,8,3,0.375,8,2,0.25,0.5416666666666666,0.5398692810457516,0.7916666666666666,8,0,0,0,3,5,0,6,2,P39,xgb,1,"{'subsample': 1.0, 'reg_lambda': 5, 'reg_alpha': 0.5, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.8, 'n_estimators': 300}",0.8318783068783069,repeated_stratified,0,3,full,combined
8,8,1.0,8,7,0.875,8,2,0.25,0.7083333333333334,0.6767676767676768,0.875,8,0,0,0,7,1,0,6,2,P39,xgb,3,"{'subsample': 0.8, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 2, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9317340067340067,repeated_stratified,0,4,full,combined
8,7,0.875,8,1,0.125,8,5,0.625,0.5416666666666666,0.5253968253968254,0.7604166666666666,7,0,1,0,1,7,0,3,5,P39,xgb,1,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.8492424242424242,repeated_stratified,1,0,full,combined
8,8,1.0,8,3,0.375,8,6,0.75,0.7083333333333334,0.697705802968961,0.8385416666666666,8,0,0,0,3,5,0,2,6,P39,xgb,2,"{'subsample': 1.0, 'reg_lambda': 10, 'reg_alpha': 0.5, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 1, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.8, 'n_estimators': 300}",0.871103896103896,repeated_stratified,1,1,full,combined
8,8,1.0,8,6,0.75,8,1,0.125,0.625,0.5844155844155844,0.8359375,8,0,0,0,6,2,0,7,1,P39,xgb,2,"{'subsample': 1.0, 'reg_lambda': 10, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 16, 'learning_rate': 0.05, 'gamma': 2, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.8, 'n_estimators': 300}",0.8390933140933141,repeated_stratified,1,2,full,combined
8,8,1.0,8,7,0.875,8,0,0.0,0.625,0.5362318840579711,0.8151041666666666,8,0,0,0,7,1,0,8,0,P39,xgb,1,"{'subsample': 1.0, 'reg_lambda': 10, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 16, 'learning_rate': 0.05, 'gamma': 2, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.8, 'n_estimators': 300}",0.7803030303030303,repeated_stratified,1,3,full,combined
8,8,1.0,8,4,0.5,8,4,0.5,0.6666666666666666,0.6666666666666666,0.8671875,8,0,0,0,4,4,0,4,4,P39,xgb,1,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.8, 'n_estimators': 300}",0.8192881192881193,repeated_stratified,1,4,full,combined
