total_standing,correct_standing,accuracy_standing,total_straight,correct_straight,accuracy_straight,total_diagonal,correct_diagonal,accuracy_diagonal,overall_accuracy,macro_f1,macro_auc,cm_standing_standing,cm_standing_straight,cm_standing_diagonal,cm_straight_standing,cm_straight_straight,cm_straight_diagonal,cm_diagonal_standing,cm_diagonal_straight,cm_diagonal_diagonal,participant_id,model,n_features_final,best_params,inner_best_score,cv_mode,repeat,fold,channel_mode,ablation
8,8,1.0,8,7,0.875,8,6,0.75,0.875,0.8745098039215686,0.96875,8,0,0,0,7,1,0,2,6,P19,xgb,150,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9594997594997595,repeated_stratified,0,0,full,combined
8,7,0.875,8,6,0.75,8,8,1.0,0.875,0.8740740740740741,0.9791666666666666,7,1,0,0,6,2,0,0,8,P19,xgb,148,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9868446368446367,repeated_stratified,0,1,full,combined
8,8,1.0,8,6,0.75,8,7,0.875,0.875,0.8745098039215686,0.9609375,8,0,0,0,6,2,0,1,7,P19,xgb,149,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.995093795093795,repeated_stratified,0,2,full,combined
8,7,0.875,8,8,1.0,8,6,0.75,0.875,0.8775271512113617,0.9791666666666666,7,1,0,0,8,0,0,2,6,P19,xgb,149,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9800865800865801,repeated_stratified,0,3,full,combined
8,8,1.0,8,7,0.875,8,6,0.75,0.875,0.8739495798319328,0.9296875,8,0,0,1,7,0,0,2,6,P19,xgb,148,"{'subsample': 0.8, 'reg_lambda': 5, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9897306397306398,repeated_stratified,0,4,full,combined
8,8,1.0,8,6,0.75,8,8,1.0,0.9166666666666666,0.9153439153439153,1.0,8,0,0,0,6,2,0,0,8,P19,xgb,149,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9754689754689756,repeated_stratified,1,0,full,combined
8,7,0.875,8,7,0.875,8,6,0.75,0.8333333333333334,0.832843137254902,0.9479166666666666,7,1,0,0,7,1,1,1,6,P19,xgb,148,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.8, 'n_estimators': 300}",0.9698172198172198,repeated_stratified,1,1,full,combined
8,8,1.0,8,5,0.625,8,6,0.75,0.7916666666666666,0.7859477124183006,0.9505208333333334,8,0,0,1,5,2,0,2,6,P19,xgb,150,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9739778739778738,repeated_stratified,1,2,full,combined
8,8,1.0,8,7,0.875,8,6,0.75,0.875,0.8745098039215686,0.9583333333333334,8,0,0,0,7,1,0,2,6,P19,xgb,149,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9808802308802309,repeated_stratified,1,3,full,combined
8,7,0.875,8,7,0.875,8,7,0.875,0.875,0.8772875816993464,0.9921875,7,1,0,0,7,1,0,1,7,P19,xgb,147,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.979004329004329,repeated_stratified,1,4,full,combined
8,7,0.875,8,8,1.0,8,5,0.625,0.8333333333333334,0.8341880341880342,0.9557291666666666,7,1,0,0,8,0,0,3,5,P19,xgb,148,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9912457912457913,repeated_stratified,2,0,full,combined
8,8,1.0,8,8,1.0,8,8,1.0,1.0,1.0,0.9973958333333334,8,0,0,0,8,0,0,0,8,P19,xgb,150,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9805435305435305,repeated_stratified,2,1,full,combined
8,7,0.875,8,5,0.625,8,5,0.625,0.7083333333333334,0.7155228758169935,0.9114583333333334,7,0,1,0,5,3,0,3,5,P19,xgb,149,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9705627705627705,repeated_stratified,2,2,full,combined
8,7,0.875,8,6,0.75,8,8,1.0,0.875,0.8775271512113617,0.9765625,7,0,1,0,6,2,0,0,8,P19,xgb,149,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9721741221741222,repeated_stratified,2,3,full,combined
8,8,1.0,8,7,0.875,8,7,0.875,0.9166666666666666,0.9166666666666666,0.9375,8,0,0,0,7,1,0,1,7,P19,xgb,148,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.8, 'n_estimators': 300}",0.9887686387686387,repeated_stratified,2,4,full,combined
8,8,1.0,8,7,0.875,8,6,0.75,0.875,0.8745098039215686,0.9609375,8,0,0,0,7,1,0,2,6,P19,xgb,150,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9814333814333813,repeated_stratified,3,0,full,combined
8,8,1.0,8,7,0.875,8,5,0.625,0.8333333333333334,0.8306878306878307,0.9270833333333334,8,0,0,0,7,1,0,3,5,P19,xgb,150,"{'subsample': 0.6, 'reg_lambda': 3, 'reg_alpha': 0.1, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.97991822991823,repeated_stratified,3,1,full,combined
8,7,0.875,8,8,1.0,8,8,1.0,0.9583333333333334,0.9581699346405229,0.9973958333333334,7,0,1,0,8,0,0,0,8,P19,xgb,150,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9801106301106302,repeated_stratified,3,2,full,combined
8,8,1.0,8,6,0.75,8,7,0.875,0.875,0.8745098039215686,0.9583333333333334,8,0,0,0,6,2,0,1,7,P19,xgb,149,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9804232804232805,repeated_stratified,3,3,full,combined
8,7,0.875,8,8,1.0,8,4,0.5,0.7916666666666666,0.7774337805297558,0.9661458333333334,7,1,0,0,8,0,2,2,4,P19,xgb,148,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.6, 'n_estimators': 300}",0.9936026936026936,repeated_stratified,3,4,full,combined
